simulation,position,driver_id,driver_name,best_time,q1_time,q2_time,q3_time,eliminated_in
98,16,RIC,RIC,96.962,96.962,,,Q1
98,17,ALO,ALO,96.965,96.965,,,Q1
98,18,GAS,GAS,97.006,97.006,,,Q1
98,19,SAR,SAR,97.031,97.031,,,Q1
98,20,OCO,OCO,97.128,97.128,,,Q1
99,1,VER,VER,94.526,94.675,94.526,94.595,
99,2,PER,PER,94.609,94.609,94.886,94.941,
99,3,SAI,SAI,95.571,95.571,95.996,95.659,
99,4,LEC,LEC,95.914,95.914,96.060,95.927,
99,5,HAM,HAM,96.349,96.537,96.349,96.725,
99,6,PIA,PIA,96.397,96.534,96.397,96.573,
99,7,NOR,NOR,96.547,96.547,96.682,96.645,
99,8,RIC,RIC,96.554,96.554,97.024,,Q2
99,9,MAG,MAG,96.613,96.613,96.622,96.815,
99,10,HUL,HUL,96.665,96.699,96.665,96.870,
99,11,ZHO,ZHO,96.665,96.687,96.665,97.304,
99,12,TSU,TSU,96.680,96.680,96.930,,Q2
99,13,SAR,SAR,96.684,96.686,96.684,,Q2
99,14,ALO,ALO,96.746,96.746,96.777,,Q2
99,15,BOT,BOT,96.749,96.749,96.770,,Q2
99,16,OCO,OCO,96.772,96.772,,,Q1
99,17,RUS,RUS,96.823,96.823,,,Q1
99,18,ALB,ALB,96.918,96.918,,,Q1
99,19,GAS,GAS,96.949,96.949,,,Q1
99,20,STR,STR,97.014,97.014,,,Q1
100,1,VER,VER,94.784,94.784,94.824,94.896,
100,2,PER,PER,94.810,95.185,94.810,94.849,
100,3,SAI,SAI,95.608,95.840,95.608,95.956,
100,4,LEC,LEC,95.923,96.062,96.114,95.923,
100,5,PIA,PIA,96.420,96.420,96.669,96.532,
100,6,RUS,RUS,96.476,96.573,96.476,96.532,
100,7,TSU,TSU,96.520,96.520,96.829,,Q2
100,8,NOR,NOR,96.542,96.542,96.659,96.716,
100,9,ALO,ALO,96.594,96.813,96.594,96.611,
100,10,GAS,GAS,96.620,96.620,96.958,,Q2
100,11,ZHO,ZHO,96.622,96.676,96.622,96.639,
100,12,HUL,HUL,96.672,96.734,96.672,96.834,
100,13,MAG,MAG,96.693,96.693,96.694,,Q2
100,14,HAM,HAM,96.780,96.780,96.925,,Q2
100,15,OCO,OCO,96.799,96.799,96.828,,Q2
100,16,RIC,RIC,96.826,96.826,,,Q1
100,17,ALB,ALB,96.836,96.836,,,Q1
100,18,STR,STR,96.844,96.844,,,Q1
100,19,BOT,BOT,96.918,96.918,,,Q1
100,20,SAR,SAR,97.010,97.010,,,Q1
